"Code","Object","Showcase","Caption","Current_Status","Link","Existing_Object","Notes","Acquisition_Institution_Responsible","Acquisition_People_Responsible","Acquisition_Technique","Acquisition_Equipment","Processing_Institution_Responsible","Processing_People_Responsible","Processing_Equipment","Processing_Timing_Start_Date_(MM-DD)","Processing_Timing_End_Date_(MM-DD)","Modeling_Institution_Responsible","Modeling_People_Responsible","Modeling_Equipment","Modeling_Timing_Start_Date_(MM-DD)","Modeling_Timing_End_Date_(MM-DD)","Optimization_Institution_Responsible","Optimization_People_Responsible","Optimization_Equipment","Optimization_Timing_Start_Date_(MM-DD)","Optimization_Timing_End_Date_(MM-DD)","Export_Institution_Responsible","Export_People_Responsible","Export_Equipment","Export_Timing_Start_Date_(MM-DD)","Export_Timing_End_Date_(MM-DD)","Metadata_Institution_Responsible","Metadata_People_Responsible","Metadata_Equipment","Metadata_Timing_Start_Date_(MM-DD)","Metadata_Timing_End_Date_(MM-DD)","Upload_to_ATON_Institution_Responsible","Upload_to_ATON_People_Responsible","Upload_to_ATON_Equipment","Upload_to_ATON_Timing_Start_Date_(MM-DD)","Upload_to_ATON_Timing_End_Date_(MM-DD)","Acquisition_Timing_End_Date_(MM-DD)","Acquisition_Timing_Start_Date_(MM-DD)","Room"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
