"Code","museum","inventory","pictures_filenames","material","provenance_country_code","provenance","number_of_fragments","lacunary_percentage","integrity","degradation_state","condition_state","weapon","observations","Physical_Location","Caption","Digital_Reproduction","Document_type","Technique","Subjects","Museum_Title","Title_EN","Date","Author","Collection","Conserving_Institution","Conservation_Location","provenance_file"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
